pii_score,toxicity_score,bias_score,injection_score,truth_risk,retrieval_quality,verification_confidence,contradicted_claim_ratio,unknown_claim_ratio,cost_anomaly_score,tool_impact,tool_reversibility,tool_sensitivity,authorization_status,task_risk,application_risk,label
0.2852142919229748,0.146398788362281,0.17959754525911098,0.015601864044243652,0.20919616423534187,0.7145209030420498,0.9559117062394883,0.0,0.12022300234864176,0.21242177333881365,0.0,0.0,0.0,0.0,0.10823379771832098,0.5879639408647976,0
0.05454749016213018,0.03668090197068676,0.09127267288786131,0.052475643163223784,0.4023615130494811,0.7728072850495105,0.9101335210500283,0.0,0.027898772130408367,0.08764339456056544,0.0,0.0,0.0,0.0,0.2465447373174767,0.38242799368681435,0
0.15427033152408348,0.1184829137724085,0.013935123815999317,0.06075448519014384,0.2193668865811041,0.7162628982463198,0.9707993967056,0.0,0.19312640661491187,0.24251920443493832,0.0,0.0,0.0,0.0,0.2218455076693483,0.23906884560255356,0
0.036611470453433645,0.09903538202225404,0.010316556334565519,0.0909320402078782,0.2811459871200119,0.8656305710884955,0.856107993696094,0.0,0.10401360423556216,0.16401308380298388,0.0,0.0,0.0,0.0,0.17394178221021084,0.5878338511058234,0
0.26844820512829465,0.11957999576221703,0.8956882194448044,0.00884925020519195,0.23718800369340165,0.7113068222276344,0.8585594595373875,0.0,0.07773545793789641,0.08140470953216877,0.0,0.0,0.0,0.0,0.43149500366077176,0.3427013306774357,1
0.08888205171122472,0.0330533878126005,0.004690922022358179,0.04234014807063696,0.3764170627228989,0.7733720436795095,0.8025343680887153,0.0,0.039768480817761034,0.21340258582459498,0.0,0.0,0.0,0.0,0.4160702162124823,0.4423839899124046,0
0.2744879026631342,0.17000771555795988,0.134835202241461,0.009541011649041132,0.3595727765387865,0.0,0.0,0.0,0.0,0.9713244787222995,0.0,0.0,0.0,0.0,0.32449737033908044,0.3531707499015159,1
0.16838315927084888,0.1541934359909122,0.14813867890931723,0.05227328293819941,0.3992787128509848,0.0,0.0,0.0,0.0,0.1909231233791341,1.0,1.0,0.0,1.0,0.22574239243053068,0.4034282764658811,1
0.18132521378334518,0.10796821826033463,0.060918367420430816,0.0942853570557981,0.5192058265419752,0.0,0.0,0.0,0.0,0.0886901057513142,0.0,0.0,0.0,0.0,0.14219770393210826,0.3826138281931641,0
0.26498407767566046,0.06486900420105479,0.036626386410202,0.03562978380769749,0.7347799090820278,0.7680330623461588,0.9165842216974452,0.0,0.00010407539906316378,0.1057706569002507,0.0,0.0,0.0,0.0,0.22191250326321163,0.26586234125717667,0
0.2077308098670811,0.053882466759704296,0.07323765667433225,0.016829104217293056,0.2531349537011492,0.8395255005043353,0.8726905107904473,0.0,0.012978449421796313,0.07617462418030341,0.0,0.0,0.0,0.0,0.1987504251354405,0.47852170913591535,0
0.29932214551468256,0.053356202855057,0.2929844867497959,0.04110370133182313,0.12313551303038388,0.7862678120066707,0.9141832420462455,0.0,0.13614109031095337,0.15928037499514092,0.0,0.0,0.0,0.0,0.2791132658292367,0.42115723562853113,0
0.11089633681842133,0.048431987655485176,0.24094192691396876,0.047030063444603844,0.7883961986263901,0.7997061106111383,0.9469577371794891,0.0,0.15966902499691024,0.04521526318962884,0.0,0.0,0.0,0.0,0.30327951069628745,0.47832512271635275,0
0.06607231426966449,0.14222990648760356,0.2428503138419146,0.034866598729172936,0.16732358576399453,0.0,0.0,0.0,0.0,0.2513130317721984,0.0,0.0,0.0,0.0,0.37027604681571236,0.49408644769630883,0
0.20873531980352464,0.04571000435945993,0.05248647812878086,0.09821683433294356,0.46164512388971,0.0,0.0,0.0,0.0,0.16748803608212928,0.0,0.0,0.0,0.0,0.45305453727573586,0.27548284333655176,0
0.25399834267149174,0.1712648583756185,0.12135243813665703,0.950253079192311,0.695649914137259,0.0,0.0,0.0,0.0,0.1742059864309364,0.0,0.0,0.0,0.0,0.24891310662469723,0.5760533769831113,1
0.16462013680997584,0.13837903953853867,0.19558837785078015,0.02242693094605598,0.5985254549432751,0.7593122718742,0.8585719456686682,0.0,0.14929828102360485,0.1948898697141644,0.0,0.0,0.0,0.0,0.43968936419767124,0.4630451569201373,0
0.11031474091783006,0.05304047353634509,0.07319689301372508,0.09730105547524456,0.3751684072667323,0.0,0.0,0.0,0.0,0.15079112793155763,0.0,0.0,0.0,0.0,0.3307615538505436,0.39700707752754555,0
0.08423170873225673,0.004863193286290768,0.19364168877215035,0.017711067940704896,0.8940994751148137,0.9384821442506468,0.9646755902396807,0.7861462345854191,0.07403174005108888,0.004636984958660229,0.0,0.0,0.0,0.0,0.4713274250350902,0.3712736593269257,1
0.09170910578615456,0.03818220623006921,0.08054245706704705,0.04852798742763157,0.3608808069658346,0.0,0.0,0.0,0.0,0.021124839254863168,0.0,0.0,0.0,0.0,0.1835674870461441,0.4684574067296202,0
0.08858717652568161,0.0645101528477201,0.25460093847740234,0.013662133144202882,0.596237697837083,0.0,0.0,0.0,0.0,0.07686208307833742,0.0,0.0,0.0,0.0,0.34460548434627225,0.23263767216009615,0
0.05828218605361267,0.014188183399985533,0.11903514816416651,0.005076853103939694,0.7206320042654619,0.0,0.0,0.0,0.0,0.20160784058855982,1.0,1.0,0.0,1.0,0.2312610669898928,0.2620166466910977,1
0.17724997817070323,0.006100049987809886,0.011204456624764325,0.08226005606596583,0.352133448987884,0.0,0.0,0.0,0.0,0.06474630824905295,0.0,0.0,0.0,0.0,0.34915619032760015,0.2341389859975072,0
0.16219053648303194,0.1274859802996413,0.21782740011679846,0.09758520794625347,0.46141024381083673,0.7807391182353114,0.9431335150583666,0.0,0.054166450252414844,0.13169142621169083,0.0,0.0,0.0,0.0,0.1313825525369064,0.210140297366183,0
0.2087922618281094,0.08179058888285398,0.05198829602125373,0.015643704267108604,0.2751700287152168,0.0,0.0,0.0,0.0,0.9435672898677891,0.0,0.0,0.0,0.0,0.4819461122652776,0.4951587666783074,1
0.014314838307494637,0.9745807937558416,0.04759393429274731,0.012016464780564218,0.3393157667014811,0.0,0.0,0.0,0.0,0.29385315858645256,0.0,0.0,0.0,0.0,0.1701321079557354,0.2068644407327001,1
0.051960560973004555,0.08677032984759461,0.11955142031921202,0.06158500980522165,0.5445655556073508,0.0,0.0,0.0,0.0,0.1509408775740263,0.0,0.0,0.0,0.0,0.4425959364753289,0.463477452647578,0
0.19272578346189467,0.005302262108324363,0.175732674382039,0.09402302414249576,0.5028319245131153,0.7970424815516304,0.9157918793196236,0.0,0.09165057809830333,0.16368503679478047,0.0,0.0,0.0,0.0,0.47658592351061013,0.3544410551203097,0
0.05873734043678893,0.013872260175033091,0.030233400413227994,0.9748018727146703,0.1661100725291499,0.0,0.0,0.0,0.0,0.25346259329083637,0.0,0.0,0.0,0.0,0.10930877429433035,0.5257873930355743,1
0.10450098133595921,0.18732963037114148,0.011755898002693875,0.9888206480370998,0.7773063860641732,0.0,0.0,0.0,0.0,0.17277737257742537,0.0,0.0,0.0,0.0,0.3926591021198561,0.25107589176898626,1
0.2792271976810694,0.17168255036860236,0.1286982082125055,0.07508710677914975,0.6281800118592776,0.0,0.0,0.0,0.0,0.24793723983232246,0.0,0.0,0.0,0.0,0.2280198404122447,0.5582092913984802,0
0.2716145929257791,0.018257335357226713,0.09579409127712446,0.0950061967050805,0.7654250028562893,0.8433594720308215,0.9137306981905639,0.0,0.08968910439566397,0.08796323150941936,0.0,0.0,0.0,0.0,0.2314658181479664,0.46900738243081536,0
0.23688544283836616,0.018241220609738075,0.958048489274602,0.005755876001664429,0.4846702176266149,0.8103826253433442,0.959786752896494,0.0,0.07018300251041575,0.035120104928281756,0.0,0.0,0.0,0.0,0.15719667282113436,0.5046042526869889,1
0.12782744251408232,0.04451528351420611,0.11899548058627556,0.08918969087767767,0.20262337518441786,0.0,0.0,0.0,0.0,0.9986001063822871,0.0,0.0,0.0,0.0,0.45214398745536677,0.2946740774728315,1
0.11287787565927472,0.016700143339733752,0.9341267647460572,0.05584042497358051,0.3969554064728834,0.926588596273684,0.8200155468151072,0.0,0.09852502085817183,0.0034060934302257207,0.0,0.0,0.0,0.0,0.28746425679765053,0.22252131027273495,1
0.22326349708298937,0.1362078854193818,0.07125194138774098,0.04002228928720249,0.4344004236161594,0.0,0.0,0.0,0.0,0.9891143113698071,0.0,0.0,0.0,0.0,0.4911602675017084,0.4224020154570338,1
0.2978894388357901,0.014759312947079772,0.16615628532039622,0.0969302535619099,0.4661684909191042,0.0,0.0,0.0,0.0,0.18826742402521904,0.0,0.0,0.0,0.0,0.3337257247692401,0.5604632041963955,0
0.2851234452229676,0.17805275677818327,0.1366970258357139,0.06201325978015368,0.2941668280867929,0.7470302899309402,0.8834657128891968,0.0,0.07067044560521056,0.17509683355526162,0.0,0.0,0.0,0.0,0.13109385478599395,0.5897579230664666,0
0.16082890990323612,0.06190552325726555,0.24413850591208458,0.06847311725538793,0.21383185754142392,0.0,0.0,0.0,0.0,0.217715852516508,1.0,1.0,0.0,1.0,0.345366078374316,0.3672972145162475,1
